Year,UserId,UserName,TotalPosts,AvgLengthPerPost,LengthOfAllPosts,Edits
2003,1087,*goNz*,47,0.128767123,9241,12
2003,84438,Cbot,9,0.024657534,2675,0
2003,16173,[iTC]ox2000,380,1.04109589,117892,77
2003,59201,B0rG*,331,0.906849315,78528,90
2003,1407,[CSF]2-Sniper,17,0.046575342,4319,3
2003,27948,-=[UMC|woodstock]=-,824,2.257534247,322144,123
2003,32779,GoDDoG,171,0.468493151,39941,26
2003,50491,Chod,168,0.460273973,31754,15
2003,60213,Sabberlatz,23,0.063013699,4167,3
2003,38145,AcidBurn2k,32,0.087671233,3448,12
2003,69288,[d&s]VolXsturm,736,2.016438356,254308,25
2003,87588,gartenschlauchaufwickelding,4,0.010958904,1030,1
2003,58192,VultuR3,12,0.032876712,2734,1
2003,47060,Radkappenpolitur,30,0.082191781,9977,3
2003,62110,bmg,7,0.019178082,1462,0
2003,9606,D-Fens,160,0.438356164,56924,0
2003,39087,schietegal,239,0.654794521,49291,32
2003,5572,[4T2]Babelfish,243,0.665753425,175643,30
2003,23935,MP5 - faker,39,0.106849315,21657,6
2003,45357,FreakD,243,0.665753425,78583,57
2003,27884,Mad_X,84,0.230136986,23232,17
2003,15980,Pischek,68,0.18630137,24912,9
2003,10128,[ACPS]Turrican,752,2.060273973,178979,90
2003,54188,inventator,564,1.545205479,157450,107
2003,55971,-Marvin-,543,1.487671233,134992,85
2003,9077,Aspe,439,1.202739726,156861,97
2003,32757,Koepi,58,0.15890411,15732,17
2003,59426,lodenblau,123,0.336986301,20771,9
2003,14980,currywurst_the_2nd,486,1.331506849,144635,68
2003,59781,P!zz@,847,2.320547945,221622,158
2003,59430,d3nta,50,0.136986301,9279,5
2003,33234,TopGun*,379,1.038356164,196356,29
2003,48791,[T|S]hase51,315,0.863013699,108563,78
2003,43234,whiteShadow,13,0.035616438,3732,0
2003,13979,Olschi,587,1.608219178,151158,151
2003,35619,AJ Alpha,427,1.169863014,69735,69
2003,56462,DeeJay,87,0.238356164,22507,18
2003,65804,flecky,32,0.087671233,13899,9
2003,63365,]Maestro[,875,2.397260274,159469,311
2003,43581,-EFLON-,15,0.04109589,5382,1
2003,34483,Triton,113,0.309589041,29137,24
2003,83936,#myceA|Brainsucker,179,0.490410959,64683,73
2003,25604,Abrachius,30,0.082191781,10185,9
2003,33780,Huhn,222,0.608219178,71620,40
2003,55557,mformela,1100,3.01369863,239391,166
2003,37714,Lorenzen,224,0.61369863,54423,56
2003,47534,Fips,265,0.726027397,96082,70
2003,22449,DrLambda,384,1.052054795,147594,59
2003,53767,m1cH!,55,0.150684932,9955,7
2003,55716,AcidPils,218,0.597260274,81755,27
2003,50263,mcsmurf,249,0.682191781,76082,38
2003,55441,Sanvai2k,20,0.054794521,7444,6
2003,60334,r4ptile,331,0.906849315,55623,39
2003,59656,Rousi,512,1.402739726,121623,118
2003,2544,Att,242,0.663013699,64957,46
2003,37543,Sharku,267,0.731506849,121295,71
2003,22825,Traxer,78,0.21369863,28007,8
2003,71372,Hamel,111,0.304109589,22642,29
2003,64635,Starsucker,8,0.021917808,2379,0
2003,42060,Rattlesnake,144,0.394520548,47971,10
2003,11499,Raider,102,0.279452055,47568,38
2003,59062,Psychoblade,21,0.057534247,4795,3
2003,59415,Fertich,83,0.22739726,41230,15
2003,59751,gaddo,36,0.098630137,6085,5
2003,57873,Smi,696,1.906849315,97995,179
2003,63256,fushu,396,1.084931507,99046,18
2003,8526,[CHD]Tratax,121,0.331506849,51524,21
2003,43153,HasenfussForever,562,1.539726027,255373,89
2003,30254,Rytool,12,0.032876712,1513,2
2003,2093,[WHE]MadMax,16,0.043835616,14149,4
2003,27248,[NDA]Keldorn,336,0.920547945,87820,83
2003,62241,gdshard.morpheus,201,0.550684932,58935,25
2003,48184,SUICIDE-KING,130,0.356164384,57970,50
2003,32287,Cru$her,1430,3.917808219,542601,205
2003,58977,GoHan,140,0.383561644,33959,69
2003,79154,quelle,90,0.246575342,24556,11
2003,60236,Kepper,249,0.682191781,37901,49
2003,79683,HerrBommel,3,0.008219178,691,0
2003,40818,limpi,41,0.112328767,4886,1
2003,11357,Atomfried,401,1.098630137,57336,53
2003,59647,slaine,596,1.632876712,248593,93
2003,22381,bUmo,313,0.857534247,36437,13
2003,10474,-=silence=-es47,230,0.630136986,68638,49
2003,54680,[T! A 1888] J-C,210,0.575342466,80360,26
2003,59480,bLaSpHeMy,648,1.775342466,135981,136
2003,60179,oetzli,43,0.117808219,44128,13
2003,53294,Blademaster,29,0.079452055,9553,2
2003,67493,do_0d,361,0.989041096,88859,53
2003,46338,darkimp,1892,5.183561644,754538,250
2003,44837,Quin,493,1.350684932,119177,121
2003,57673,!Mensch,87,0.238356164,28087,10
2003,19935,Rudirogdt,103,0.282191781,74279,28
2003,35324,XeXano,141,0.38630137,54449,16
2003,15329,Tobit,1010,2.767123288,285358,34
2003,30723,Pintcoach,34,0.093150685,4654,4
2003,15618,Tomcraft,48,0.131506849,12044,10
2003,57059,Desh,289,0.791780822,74272,26
2003,58981,Fizz,98,0.268493151,27199,14
2003,59417,gLaS,240,0.657534247,54743,50
2003,3664,Lou_Cipher,442,1.210958904,152796,32
2003,59773,Limbi,127,0.347945205,20892,17
2003,11433,HektorXX,319,0.873972603,176510,112
2003,59350,^caLa,46,0.126027397,9285,15
2003,141,MoRToK 2.01,241,0.660273973,88817,21
2003,18228,[KOD]Nighthawk,1679,4.6,391388,112
2003,47286,Keine Gewalt,232,0.635616438,85559,17
2003,79239,Verom,59,0.161643836,8634,1
2003,4874,Tr_@HeadHÊnter,10,0.02739726,2183,0
2003,30232,sAnDwuRm,46,0.126027397,12638,3
2003,40259,safely_gunman,123,0.336986301,43934,12
2003,49949,Held_im_Zelt,97,0.265753425,23697,12
2003,5299,Bunky,324,0.887671233,129592,145
2003,45317,fritt mit vitamin c,32,0.087671233,13807,12
2003,61626,Wickeda,79,0.216438356,22795,16
2003,39632,Painface,53,0.145205479,10287,4
2003,53451,0utlaw,69,0.189041096,25838,4
2003,59527,Schtolen,46,0.126027397,18417,9
2003,55509,ilop [is],35,0.095890411,7216,3
2003,27837,[DEC]Silencer,1,0.002739726,609,0
2003,45209,Maroc,178,0.487671233,42465,34
2003,42779,hoppelhase,93,0.254794521,30642,23
2003,259,[GMT]Darkness,7,0.019178082,5995,4
2003,42267,DeaD-FisH,12,0.032876712,6335,7
2003,59402,Bieber,48,0.131506849,14086,5
2003,48163,Sempf,10,0.02739726,1374,3
2003,11646,-=Charon=-,15,0.04109589,7486,6
2003,29688,Raider2k,202,0.553424658,94322,56
2003,17964,WaRnGaU,32,0.087671233,7768,4
2003,52106,Zane,454,1.243835616,108389,112
2003,61867,Satariel,87,0.238356164,33336,13
2003,58836,jeriko,588,1.610958904,317188,195
2003,51315,[NRG]Sonic,165,0.452054795,78262,20
2003,35531,K0p3,14,0.038356164,1328,4
2003,38062,TylerDurdan,334,0.915068493,219783,26
2003,86321,fl0yd,5,0.01369863,3175,0
2003,43671,Viva la Bluescreen,104,0.284931507,29116,2
2003,24264,FroschkapitÑn,20,0.054794521,10159,4
2003,54466,Kamephis,77,0.210958904,37740,5
2003,34926,Canis Lupus,297,0.81369863,118112,46
2003,17727,[THC]DrogenDragan,232,0.635616438,97183,15
2003,38619,GandalfDerPinke,625,1.712328767,132968,88
2003,56769,-=]Snooker[=-,176,0.482191781,89663,53
2003,11458,Gipsy,554,1.517808219,141504,73
2003,4734,[nAc]Tk0n,486,1.331506849,127499,55
2003,23005,Neptun,151,0.41369863,39033,47
2003,28279,Kakao,341,0.934246575,115747,65
2003,4880,[I.E.F.]BaseDefender,92,0.252054795,37579,8
2003,40811,Cattoasterer,35,0.095890411,14416,7
2003,61417,ghostbear,55,0.150684932,13856,12
2003,44003,SirSiggi,216,0.591780822,71300,45
2003,952,Jehova-3,704,1.928767123,249744,122
2003,34682,Namat*,250,0.684931507,56597,26
2003,36856,Hauptkommissar Reynolds,2,0.005479452,1404,0
2003,37821,Raw-Deal,61,0.167123288,16909,8
2003,44960,Dead Body,369,1.010958904,82038,162
2003,32460,dX,151,0.41369863,35976,27
2003,8479,Almi,167,0.457534247,54102,59
2003,58580,watt_weiss_ich,311,0.852054795,118846,134
2003,10412,[DC]bobbafett,14,0.038356164,4498,4
2003,32448,FerdBret,622,1.704109589,194291,145
2003,59649,Lunovis,278,0.761643836,104334,39
2003,60666,Futura,549,1.504109589,263664,73
2003,59539,Chris*,675,1.849315068,190969,85
2003,13531,KarlsonvomDach,107,0.293150685,40164,28
2003,38460,Eric Cartman,45,0.123287671,18859,9
2003,80145,mildcat,100,0.273972603,30897,21
2003,6069,[G@NJA]Albi,90,0.246575342,29479,32
2003,18563,fire.foxx,1,0.002739726,97,0
2003,22397,Red Max,44,0.120547945,11932,0
2003,44196,Ludacris,1093,2.994520548,328815,221
2003,59408,hoschi,612,1.676712329,265245,263
2003,50267,[Sp@wn],34,0.093150685,13766,1
2003,36510,MeGaCHiCKeN,203,0.556164384,44073,41
2003,87858,!!!1einseins,2,0.005479452,1226,2
2003,7025,[-S@M-]Bouncer,2,0.005479452,181,0
2003,33066,[TiE]Deathmarine,149,0.408219178,53320,8
2003,8643,[DK]Peacemaker,52,0.142465753,17250,6
2003,15652,Schalentier,225,0.616438356,69628,37
2003,6130,Skitzo,263,0.720547945,127872,105
2003,32710,[VIS]P80,204,0.55890411,127503,72
2003,78046,K@mpfzw3rg,10,0.02739726,3266,0
2003,19602,TriggerTG,273,0.747945205,81341,41
2003,59166,schizo,465,1.273972603,203862,56
2003,8807,d.n.M. *TtC*,95,0.260273973,47870,16
2003,30166,Cardinal62,200,0.547945205,78833,36
2003,59676,El James,65,0.178082192,38060,21
2003,43657,remote,86,0.235616438,24811,14
2003,14933,sibuntus,491,1.345205479,125061,39
2003,51935,Y2Keeper,17,0.046575342,3665,1
2003,59501,WIU,359,0.983561644,258203,83
2003,62224,Meister Lampe,421,1.153424658,137328,52
2003,28271,keller_,59,0.161643836,10456,7
2003,57332,[Shane],508,1.391780822,184641,87
2003,52786,V!RU5,82,0.224657534,28430,8
2003,5408,OlliOLLIOlli,168,0.460273973,54212,104
2003,28463,01/02/2003,277,0.75890411,104098,26
2003,53448,faxgeraet!,104,0.284931507,25616,18
2003,61095,zwiebelhirsch,79,0.216438356,26712,6
2003,49289,kRemit,4,0.010958904,500,0
2003,55105,weedjunkie,84,0.230136986,36011,15
2003,11391,Arathalion,68,0.18630137,20843,3
2003,59236,Boleslaw,4,0.010958904,1640,2
2003,83130,unbroken,28,0.076712329,17888,5
2003,73489,Killswitch Engage,5,0.01369863,848,0
2003,86261,Caretraum,35,0.095890411,12452,13
2003,48444,alexis-machine,112,0.306849315,43709,33
2003,32459,PiLLe,324,0.887671233,223239,28
2003,51128,Zipper,70,0.191780822,23381,4
2003,59060,grobeLeberwurst,151,0.41369863,40209,14
2003,59327,Niewhcsraps,441,1.208219178,103619,60
2003,1781,Kapumalu,96,0.263013699,23907,17
2003,55952,ThreeDollarRob,219,0.6,37187,85
2003,67989,agmo,3,0.008219178,217,0
2003,69090,Anarchy,850,2.328767123,230185,334
2003,24254,Gendo Ikari,348,0.953424658,112037,26
2003,43943,[DarK]Gabriel,157,0.430136986,32760,25
2003,85416,saarjaeger,1,0.002739726,159,0
2003,14311,[-SG-]BigDaddy,116,0.317808219,26471,4
2003,12555,[TSD]Viper,159,0.435616438,60465,24
2003,79247,eowin,1,0.002739726,153,0
2003,43994,-pingl0rd-,231,0.632876712,87333,40
2003,68778,lord1,78,0.21369863,23983,6
2003,34941,-=|RV|=-Polykarpov,544,1.490410959,160771,63
2003,45033,Limp_Freak,102,0.279452055,25980,23
2003,52712,Rooka,188,0.515068493,26256,46
2003,39762,A Fallen Angel,14,0.038356164,8092,5
2003,20832,SuppenKoch,126,0.345205479,30029,32
2003,60363,-dk-,202,0.553424658,112856,25
2003,3965,-=Raptor=-,97,0.265753425,30030,17
2003,36734,-=[C.o.M]=-Warlord-,471,1.290410959,152032,198
2003,18136,error,93,0.254794521,24353,7
2003,59765,freeÔZa,414,1.134246575,79345,58
2003,62723,sackgesicht,232,0.635616438,40773,33
2003,83847,ingrii,188,0.515068493,52765,25
2003,7683,Mops,22,0.060273973,5890,5
2003,59370,sorex,121,0.331506849,24918,30
2003,79657,Uri,10,0.02739726,2903,0
2003,4469,[SD]HarlekiN,29,0.079452055,6948,6
2003,67631,Cuthdingsbums,574,1.57260274,125772,135
2003,80762,hawaii2,24,0.065753425,3621,3
2003,78330,GamePad,169,0.463013699,62201,3138
2003,54350,giLb,394,1.079452055,100778,41
2003,74029,-Paranoid-,2,0.005479452,421,0
2003,18630,aspirin,13,0.035616438,5108,1
2003,59666,|=t56=|Duckhunter,19,0.052054795,13800,2
2003,59007,Bazooker,932,2.553424658,242641,98
2003,61783,luggga,3,0.008219178,445,0
2003,62946,DaMasta*,7,0.019178082,1795,0
2003,31908,Radon,47,0.128767123,9201,9
2003,59844,Hubitz,172,0.471232877,58644,39
2003,88702,#[DsdD]-[m]atrix,5,0.01369863,802,0
2003,42991,buTZe,184,0.504109589,44203,32
2003,24561,moonflyr,5,0.01369863,450,0
2003,59456,_Lynx_,307,0.84109589,81468,49
2003,3773,[DtS]Scarface,755,2.068493151,168495,25
2003,60011,SKuLLwArRi0r,186,0.509589041,46219,47
2003,51251,Mortan,160,0.438356164,48816,37
2003,53593,fdx,55,0.150684932,23560,19
2003,53434,Tesla,325,0.890410959,75758,133
2003,76099,Hikkomi,232,0.635616438,74243,27
2003,60428,-Kamisama-,381,1.043835616,71367,35
2003,45451,BiggyP,90,0.246575342,16046,2
2003,57379,][slayer][,163,0.446575342,49215,20
2003,67395,CombatWombat,582,1.594520548,166489,128
2003,38095,[AlphA]Bierkoenig,159,0.435616438,60558,8
2003,23349,Zensiert,89,0.243835616,18919,21
2003,4819,r0si,23,0.063013699,3992,2
2003,59383,Downlord,84,0.230136986,17510,20
2003,9240,[ECK]Sir_Taki,31,0.084931507,12561,12
2003,635,[kcW]Flux,9,0.024657534,2209,1
2003,57649,-tazZ-,194,0.531506849,36882,116
2003,25100,Der Gottkaiser,265,0.726027397,97082,25
2003,60395,DerJFK,184,0.504109589,38468,7
2003,30935,[M8Y]Tonka,16,0.043835616,4622,2
2003,59672,Skibbey*,422,1.156164384,49516,16
2003,87746,Loligertype,3,0.008219178,165,1
2003,59880,BadZero,384,1.052054795,48206,77
2003,20130,Echelon,44,0.120547945,16177,13
2003,50753,ChirurG,160,0.438356164,29246,21
2003,40526,Heartbreaker,1038,2.843835616,236258,129
2003,57484,Gadafhi,178,0.487671233,39885,13
2003,37465,]swifty[*]petersen[,184,0.504109589,33088,16
2003,39842,EinMannWieEineGanzeArmee,600,1.643835616,99870,11
2003,42585,[SoE]th3r0ck,164,0.449315068,34734,13
2003,32461,Garth,251,0.687671233,80510,14
2003,50812,-=IuM|Chainsaw=-,51,0.139726027,13542,8
2003,38003,]moep[,247,0.676712329,40744,26
2003,56024,hîdyr,95,0.260273973,22531,15
2003,56186,NTGhost,103,0.282191781,41599,15
2003,88647,..::S-C-F::..,1,0.002739726,247,0
2003,10095,guerilla2000,424,1.161643836,81271,70
2003,51901,Phuelz,171,0.468493151,43335,30
2003,46303,Crux,94,0.257534247,19093,6
2003,46496,biz,755,2.068493151,262786,53
2003,46699,eupesco,14,0.038356164,4166,3
2003,29458,zimi,287,0.78630137,118039,33
2003,48885,ArcticMonkey,400,1.095890411,111475,68
2003,8042,Chef,180,0.493150685,41154,12
2003,56045,seastorm,305,0.835616438,132934,68
2003,39328,Scavenger,144,0.394520548,50640,19
2003,56739,McPhisch,183,0.501369863,56964,25
2003,57225,mKdC,184,0.504109589,121311,57
2003,22207,ezee,344,0.942465753,86261,65
2003,69068,Icecoldkiller,23,0.063013699,6239,3
2003,9707,Egal,185,0.506849315,65228,27
2003,61428,kalinka112,135,0.369863014,46619,29
2003,8395,trent,226,0.619178082,116614,41
2003,3837,JayDee,181,0.495890411,40905,29
2003,35271,-[NOLF]-Overlord,288,0.789041096,76793,33
2003,10610,[SFoR]-RedEagle,43,0.117808219,15234,9
2003,44398,TheButcher2k1,74,0.202739726,9361,9
2003,3835,Michl,103,0.282191781,32748,13
2003,32665,mercury,110,0.301369863,45326,8
2003,18720,*^dEv!L˝Ik3][fTp^*,16,0.043835616,6011,0
2003,11302,[LACH]Ffish,81,0.221917808,25267,15
2003,82661,shax,1,0.002739726,1367,0
2003,59737,#ePn| Fraggy,286,0.783561644,93335,70
2003,59212,mystical*lambda,184,0.504109589,22717,16
2003,32799,FalcoN,123,0.336986301,33970,30
2003,8289,Spaecker,408,1.117808219,106091,48
2003,18551,[ScF]Techno,131,0.35890411,36497,18
2003,32997,Bautzi,201,0.550684932,61203,26
2003,16234,Blackpiranha,65,0.178082192,11037,20
2003,38941,Raptor][6,22,0.060273973,8304,6
2003,72281,Da-VinCe,217,0.594520548,31815,23
2003,1729,[RPD]-Killer,327,0.895890411,120665,20
2003,19244,Hummer,371,1.016438356,81591,64
2003,61776,NeOtRoNiC-X-,1,0.002739726,25,1
2003,18355,DeineOmi,49,0.134246575,13326,5
2003,52946,Larry_Croft,6,0.016438356,799,0
2003,52461,Wahooka,190,0.520547945,52131,42
2003,12936,El Barto,48,0.131506849,11630,4
2003,6991,Chrek,88,0.24109589,20879,4
2003,25636,Dorsk51,331,0.906849315,85391,22
2003,22039,[GFT[-Sarge-],34,0.093150685,5248,9
2003,19680,[-FaCeOff-],99,0.271232877,22468,11
2003,7591,[-=Artic=-]Ninja,33,0.090410959,5618,1
2003,59452,the thing,2,0.005479452,1743,0
2003,88864,cit,1827,5.005479452,430797,673
2003,88346,mistrust,2,0.005479452,215,0
2003,35785,Tactical-Jesus,86,0.235616438,13970,9
2003,33500,Psychok!ller,18,0.049315068,3180,2
2003,23770,TAR,112,0.306849315,49962,29
2003,49969,TetraPak,242,0.663013699,68762,34
2003,65861,Arandin,157,0.430136986,34837,26
2003,86325,Jim_Beam,28,0.076712329,7369,6
2003,69027,Lady Justice,128,0.350684932,36784,21
2003,56136,Bleifresser,326,0.893150685,107123,81
2003,76766,Zeis,3,0.008219178,523,0
2003,59663,Ingwer,18,0.049315068,9570,3
2003,59379,Gecko,90,0.246575342,41618,33
2003,25352,Mr.AK,18,0.049315068,7896,9
2003,24185,ReawK,701,1.920547945,126460,98
2003,19385,teK,36,0.098630137,11630,6
2003,36610,Abdul,17,0.046575342,5874,6
2003,39629,DiskettenBrenna,25,0.068493151,5011,6
2003,54507,Ehrlicher Spieler,380,1.04109589,112907,74
2003,33381,deXta,85,0.232876712,26839,5
2003,44723,MatrixBull,34,0.093150685,17776,10
2003,59500,Orang,91,0.249315068,30626,11
2003,60037,-maYboW-,2,0.005479452,462,0
2003,31839,-=Desperador=-,102,0.279452055,27576,17
2003,59168,Terrorpudel,189,0.517808219,60057,45
2003,57000,ollideluxe,10,0.02739726,1528,1
2003,42782,westbrks,22,0.060273973,5164,4
2003,29761,Paddy Bateman,84,0.230136986,48639,9
2003,14161,Postauto,20,0.054794521,13127,1
2003,24031,Alzaroc[Camper],37,0.101369863,4716,5
2003,26918,ZS|Trooper,56,0.153424658,8113,15
2003,83899,The_Phantom,82,0.224657534,6140,7
2003,61719,Mohammed Said al-Sahhaf,68,0.18630137,47209,6
2003,10932,Suicide Commando,64,0.175342466,17371,3
